,temporada,dia_numero,mes,ano,mandante,visitante,gol_mandante,gol_visitante,ponto_mandante,ponto_visitante
362,2023,3, Dezembro ,2023,Palmeiras - SP,Fluminense - RJ,1,0,3,0
363,2023,2, Dezembro ,2023,Corinthians - SP,Internacional - RS,1,2,0,3
364,2023,3, Dezembro ,2023,Red Bull Bragantino - SP,Coritiba S.a.f. - PR,1,0,3,0
365,2023,2, Dezembro ,2023,Atlético Mineiro Saf - MG,São Paulo - SP,2,1,3,0
366,2023,3, Dezembro ,2023,Grêmio - RS,Vasco da Gama S.a.f. - RJ,1,0,3,0
367,2023,3, Dezembro ,2023,Athletico Paranaense - PR,Santos - SP,3,0,3,0
368,2023,3, Dezembro ,2023,Fortaleza - CE,Goiás - GO,1,0,3,0
369,2023,3, Dezembro ,2023,América Saf - MG,Bahia - BA,3,2,3,0
370,2023,6, Dezembro ,2023,Fluminense - RJ,Grêmio - RS,2,3,0,3
371,2023,6, Dezembro ,2023,Vasco da Gama S.a.f. - RJ,Red Bull Bragantino - SP,2,1,3,0
372,2023,6, Dezembro ,2023,São Paulo - SP,Flamengo - RJ,1,0,3,0
373,2023,6, Dezembro ,2023,Santos - SP,Fortaleza - CE,1,2,0,3
374,2023,6, Dezembro ,2023,Goiás - GO,América Saf - MG,1,0,3,0
375,2023,6, Dezembro ,2023,Cruzeiro Saf - MG,Palmeiras - SP,1,1,1,1
376,2023,6, Dezembro ,2023,Internacional - RS,Botafogo - RJ,3,1,3,0
377,2023,6, Dezembro ,2023,Coritiba S.a.f. - PR,Corinthians - SP,0,2,0,3
378,2023,6, Dezembro ,2023,Bahia - BA,Atlético Mineiro Saf - MG,4,1,3,0
379,2023,6, Dezembro ,2023,Cuiabá Saf - MT,Athletico Paranaense - PR,3,0,3,0
