,Número de jogos,Pontuação média,Desvio padrão da média de pontos,xG a Favor médio,Desvio padrão do xG a Favor,xG Contra médio,Desvio padrão do xG Contra
Vanderlei Luxemburgo,21,1.2857142857142858,1.189237450758138,1.0666666666666667,0.5053051883103253,1.3428571428571427,0.6793904831328068
Mano Menezes,14,1.4285714285714286,1.2838814775327387,1.1142857142857143,0.531843156256751,1.2714285714285716,0.6354024423436407
